idrev_places;text;estrellas;label;fecha_q;fecha_rev;id_place;usuarios_iduser;num palabras
ChdDSUhNMG9nS0VJQ0FnSUMyNElqS3F3RRAB;Combustible a precios razonables, algunas de las bahías de tanqueo son incómodas o imposibles de parquear cuando hay otros vehículos con un poco de desorden al atender ya que es muy concurrida;3;neutro;2022-7-26;Hace 3 meses;469649774084532;1.00478744007833E+020;32
ChdDSUhNMG9nS0VJQ0FnSUMyNkllQnh3RRAB;La gasolina es buena, buen servicio, precio si es más caro;3;neutro;2022-7-26;Hace 3 meses;4.66771997414176E+016;1.03798166094928E+020;11
ChdDSUhNMG9nS0VJQ0FnSUMyNkxEM21nRRAB;Se conserva el valor de la gasolina no tan costosa;3;neutro;2022-7-28;Hace 3 meses;4.81924477403467E+016;1.09677852922523E+020;10
ChdDSUhNMG9nS0VJQ0FnSUMyNmVqWXJnRRAB;Hay cajero Bancolombia;3;neutro;2022-7-26;Hace 3 meses;4.61419297415078E+016;1.0315565722762E+020;3
ChdDSUhNMG9nS0VJQ0FnSUMyNTdQRmpRRRAB;Si, es uno de los mejores precios en gasolina corriente en la ciudad, compruebenlo.;3;neutro;2022-7-26;Hace 2 meses;4.59093227412556E+016;1.14123983074554E+020;14
ChdDSUhNMG9nS0VJQ0FnSUMyNWRhempBRRAB;Un solo empleado para 4 surtidores de gasolina;3;neutro;2022-8-3;Hace 3 meses;4517164574117435;1.10709060637145E+020;8
ChdDSUhNMG9nS0VJQ0FnSUMyOC1UTnhBRRAB;Acostumbrada a las estaciones de servicio de Medellín,  me sorprendí que no me dieran café,  ni agua pero bueno,   gasolina necesitaba,  gasolina compré;3;neutro;2022-8-3;Hace 3 meses;4733912274130738;1.17275413290115E+020;23
ChdDSUhNMG9nS0VJQ0FnSUMyOFp2QnNBRRAB;Una estacion de servicio como todas en Colombia.;3;neutro;2022-7-26;Hace 3 meses;468765174074794;1.1721173411818E+020;8
ChdDSUhNMG9nS0VJQ0FnSUMyX3RfMHBRRRAB;Se demoran para atender y contestan groseramente;3;neutro;2022-7-28;Hace 3 meses;4.61739997416432E+016;1.10031851716598E+020;7
ChdDSUhNMG9nS0VJQ0FnSUN1enZ6X3Z3RRAB;Le falta amabilidad a los bomberos, a toda hora están de mal genio, como si no les pagaran sueldo;3;neutro;2022-7-28;Hace 4 horas;4.60380587410062E+016;1.16434687432195E+020;19
ChdDSUhNMG9nS0VJQ0FnSUN1eUlyODJRRRAB;Cómodo y económico;3;neutro;2022-7-28;una semana atrás;4613009474171582;1.05230162468787E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN1LUlQbWxnRRAB;Es bueno tener otro empleado para evitar largas filas;3;neutro;2022-7-26;Hace 6 días;4677139741173745;1.09791664758655E+020;9
ChdDSUhNMG9nS0VJQ0FnSUN1LXNfR3FRRRAB;Atención normal (ni buena ni mala);3;neutro;2022-7-26;Hace 5 horas;4.66771997414176E+016;1.01704008835774E+020;6
ChdDSUhNMG9nS0VJQ0FnSUN1MHVHcHhnRRAB;Esta estación tiene una salida sobre la 80 que se encuentra con un giro izquierdo. Muy peligroso, ojalá lo puedan señalizar mejor y poner un pare aunque sea o una señal.;3;neutro;2022-7-26;Hace 2 días;4.70374587410179E+016;1.1477241781795E+020;31
ChdDSUhNMG9nS0VJQ0FnSUN1N2RmRnlRRRAB;Atención rapida;3;neutro;2022-8-3;Hace 5 horas;4.40845777438956E+016;1.10128544818282E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN1NE5LTndRRRAB;Muy deficiente la atención por parte de las señoras, no conocen bien el funcionamiento de la estación...;3;neutro;2022-8-3;2 semanas atrás;486395667404775;1.06921473728306E+020;17
ChdDSUhNMG9nS0VJQ0FnSUN1NFBxUy13RRAB;Buen servicio,  algo pequeño;3;neutro;2022-8-3;2 semanas atrás;4.72423477395915E+016;1.10586644932126E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN1NnN6ay1RRRAB;Amabilidad y buen servicio la Calidad del combustible es regular no da un buen rendimiento malo el outanaje;4;neutro;2022-8-3;una semana atrás;4814937363687;1.01332626339603E+020;18
ChdDSUhNMG9nS0VJQ0FnSUN1OEpULXFnRRAB;El servicio de tanqueo de moto podría ser más ágil si habilitan las 4 bombas disponibles para motos, ya que generalmente solo habilitan una y se hacen filas.;3;neutro;2022-7-28;una semana atrás;4613009474171582;1.0425649885377E+020;28
ChdDSUhNMG9nS0VJQ0FnSUN1X01mNnFRRRAB;No tiene servicio de montallnatas;3;neutro;2022-7-26;Hace 3 días;4.70633277405451E+016;1.06346100689287E+020;5
ChdDSUhNMG9nS0VJQ0FnSUN1X056TC13RRAB;Atención y precio normal;3;neutro;2022-7-26;Hace 3 días;4.66384887410938E+016;1.01704008835774E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3a0x6R25BRRAB;Bien ese sitio dan tinto;3;neutro;2022-7-26;Hace 4 años;4.6062952740768E+016;1.09680746533354E+020;5
ChdDSUhNMG9nS0VJQ0FnSUN3aDctZThnRRAB;El lugar esta ubicado en un punto estratégico, la gasolina rinde, lastima que las personas que atienden de noche, o la persona que me toco, no lo haga de buena manera, el servicio por parte de él no fue el mejor.;3;neutro;2022-7-26;Hace 4 años;4.6023293741021E+016;1.18270536579781E+020;41
ChdDSUhNMG9nS0VJQ0FnSUN3anBPZWlRRRAB;bueno por el servicio q ofrecen, muy complicados, ( citas, formatos);3;neutro;2022-7-28;Hace 4 años;4.69432937405665E+016;1.13042441377163E+020;11
ChdDSUhNMG9nS0VJQ0FnSUN3aVlEdG53RRAB;Igual a cualquier gasolinera solo que cuw ta con más apsrcaderos pero el personal no es suficiente;3;neutro;2022-7-26;Hace 5 años;4.66179747413784E+016;1.05798516246352E+020;17
ChdDSUhNMG9nS0VJQ0FnSUN3b0t5VXZ3RRAB;Cantidad exacta... al precio justo;3;neutro;2022-8-3;Hace 4 años;4.84905467402986E+016;1.00281207843577E+020;5
ChdDSUhNMG9nS0VJQ0FnSUN3bGN2MjJnRRAB;" Típico


Typical";4;neutro;2022-7-26;Hace 4 años;4.72012967403278E+016;1.16216160075413E+020;1
ChdDSUhNMG9nS0VJQ0FnSUN3bmFhVzJ3RRAB;es mas o menos;2;neutro;2022-7-26;Hace 5 años;465374874130961;1.1704104402566E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3bmVHcHNnRRAB;Eds usme;3;neutro;2022-7-28;Hace 4 años;4496786741178485;1.11524298837271E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3bUp2Tnp3RRAB;En. Cuvarralmeta;3;neutro;2022-7-26;Hace 5 años;468436974058105;1.13474860363371E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3bWRlOV9RRRAB;Trasmilenio estación sin ascensor;3;neutro;2022-7-28;Hace 4 años;4.69879497405525E+016;1.13123166810331E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3bXZ5TW13RRAB;Bomba texaco normal;4;neutro;2022-8-3;Hace 4 años;4.56665037422806E+016;1.17635318807298E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3bzZ1MF9BRRAB;Poco uso;3;neutro;2022-7-28;Hace 4 años;4.61739997416432E+016;1.01061123272379E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3c2V5UWdBRRAB;Atención normal dentro de lo esperado;4;neutro;2022-8-2;Hace 4 años;5.06888057459944E+016;1.03609979573498E+020;6
ChdDSUhNMG9nS0VJQ0FnSUN3c3Y3WnB3RRAB;Bien y mal ubicados, se arma trancón con 5 carros;3;neutro;2022-7-26;Hace 5 años;4.72137857406094E+016;1.00583038834894E+020;10
ChdDSUhNMG9nS0VJQ0FnSUN3cEoyazBRRRAB;Te dan premios por tu fidelidad, además el personal es amable;3;neutro;2022-7-28;Hace 4 años;4.67576977414058E+016;1.12947986184699E+020;11
ChdDSUhNMG9nS0VJQ0FnSUN3cmJxa3lBRRAB;Buen servicio aunque solo una bomba;3;neutro;2022-8-3;Hace 5 años;4823222873935641;1.09611730601407E+020;6
ChdDSUhNMG9nS0VJQ0FnSUN3cTlXVHJ3RRAB;No es siempre y no son todos pero hay uno que otro groceros, que contestan con 3 piedras en la mano, de resto el servicio es bueno;3;neutro;2022-7-28;Hace 4 años;4.58828047411459E+016;1.01830622032051E+020;27
ChdDSUhNMG9nS0VJQ0FnSUN3cWQySHhBRRAB;GASOLINITA MIJO;4;neutro;2022-8-3;Hace 3 años;4.56665037422806E+016;1.15560560075016E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3d1piLXlBRRAB;Lugar estrategico donde encontramos otros servicios adicionales;3;neutro;2022-7-26;Hace 5 años;4688447406199;1.17581554779688E+020;7
ChdDSUhNMG9nS0VJQ0FnSUN3d2F2SGtBRRAB;Un poco desordenada;3;neutro;2022-8-3;Hace 5 años;4.75883887415633E+016;1.0267206116441E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3dExtbzN3RRAB;Bastante concurrido;3;neutro;2022-7-26;Hace 5 años;4.6640279741095E+016;1.00689209250152E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3djVlUTBBRRAB;Servicio normal;3;neutro;2022-7-28;Hace 3 años;4589273474161609;1.1239103378341E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3dlphVnJ3RRAB;No me lo quiero imaginar a la hora pico.;3;neutro;2022-7-28;Hace 5 años;1.93602821989952E+017;1.07580254238971E+020;9
ChdDSUhNMG9nS0VJQ0FnSUN3dnRXT3h3RRAB;Precio más alto del promedio;3;neutro;2022-7-28;Hace 3 años;4.5948411741455E+016;1.17609285943855E+020;5
ChdDSUhNMG9nS0VJQ0FnSUN3eG95OThBRRAB;Muy pequeña para la gran demanda de autos en la zona. Me demore 15 minutos mientras hice fila,  tanquie y sali.;3;neutro;2022-7-26;Hace 4 años;4.66436797406064E+016;1.18296354601655E+020;21
ChdDSUhNMG9nS0VJQ0FnSUN3ek1Pd3JRRRAB;Precio normal.;4;neutro;2022-8-3;Hace 3 años;4.34200857436785E+016;1.09369192424254E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3LUx2OHFnRRAB;Entrada de Metro Santa Marta,Linea A del Metro PantitlanLa paz;3;neutro;2022-7-28;Hace 6 años;1.93602821989952E+017;1.1455708723043E+020;10
ChdDSUhNMG9nS0VJQ0FnSUN3LXRHci13RRAB;Gasolina con precio normal;4;neutro;2022-7-26;Hace 3 años;4618427414581;1.13192308410695E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3M09fNDl3RRAB;Algo demorada la atención;3;neutro;2022-7-26;Hace 4 años;4718903674055257;1.13938535515024E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3M0xDMjNnRRAB;hay mejores precios;3;neutro;2022-7-26;Hace 5 años;4.6339967741015E+016;1.15056948193644E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3M3FxczR3RRAB;Iniciar con precios competitivos pero ahora no tienen los mejores precios;3;neutro;2022-7-26;Hace 4 años;469649774084532;1.1038696385458E+020;11
ChdDSUhNMG9nS0VJQ0FnSUN3MjVQZHlnRRAB;Precios relativamente altos. Está ubicada dentro del parqueadero del éxito de fontibon. Contigua a lavadero de autos.;3;neutro;2022-7-26;Hace 5 años;4670766741527035;1.13023792331805E+020;17
ChdDSUhNMG9nS0VJQ0FnSUN3MjZTRWpnRRAB;lo mejor es el tiggermart pues dentro tiene subway y corral sin fila;3;neutro;2022-7-26;Hace 4 años;4.64473817406164E+016;1.0130568179018E+020;13
ChdDSUhNMG9nS0VJQ0FnSUN3NGVMZTdBRRAB;Desvare oportuno;3;neutro;2022-8-2;Hace 4 años;5.05059527438817E+016;1.11519516282532E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3NHBmdzdRRRAB;Buen precio pero la atención se puede mejorar y bastante;2;neutro;2022-7-26;Hace 4 años;4.66813327410966E+016;1.04107267024049E+020;10
ChdDSUhNMG9nS0VJQ0FnSUN3NHBQVG9RRRAB;Hay se va :v;4;neutro;2022-8-3;Hace 4 años;4517164574117435;1.09251498094625E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3NHZPQnJ3RRAB;Servicio lento, pero amable.;3;neutro;2022-7-26;Hace 5 años;4.70374587410179E+016;1.05725348760774E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3NlpUanVBRRAB;Gasolina ⛽ gasolina;5;neutro;2022-7-28;Hace 4 años;4.67576977414058E+016;1.01419033393553E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3NVpfam93RRAB;Igual q todas;4;neutro;2022-7-26;Hace 4 años;4718154740685686;1.1434932820304E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3NWRPbHZnRRAB;Una EDS más;3;neutro;2022-7-28;Hace 4 años;4.75702047415811E+016;1.1434932820304E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3NzR1c3RRRRAB;Nada mal;3;neutro;2022-7-26;Hace 4 años;4751315740933987;1.09281167225448E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN3OExIVTVnRRAB;" La falta a mercado.


Le falta un market.";3;neutro;2022-7-26;Hace 5 años;4686831741265067;1.10801718969192E+020;7
ChdDSUhNMG9nS0VJQ0FnSUN3OFBhMy13RRAB;Estación de servicios.;3;neutro;2022-8-2;Hace 5 años;4.70277787422694E+016;1.03937899440194E+020;3
ChdDSUhNMG9nS0VJQ0FnSUN3OGJIRXBnRRAB;Tiene un mini market;3;neutro;2022-7-26;Hace 6 años;4.69176027405592E+016;1.12416209408362E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN3OU9hNXJ3RRAB;" Normal


Nornal";4;neutro;2022-8-3;Hace 3 años;4.54187427425022E+016;1.12402793482566E+020;1
ChdDSUhNMG9nS0VJQ0FnSUN3OV9haDlBRRAB;El combustible es muy costoso y no rinde. Pero La atención de los muchachos si es muy exelente .. atienden muy bien.;3;neutro;2022-8-3;Hace 5 años;4.56665037422806E+016;1.03910752036671E+020;22
ChdDSUhNMG9nS0VJQ0FnSUN3X3NHaWd3RRAB;Con lo justo para los usuarios. Faltan los baños.;3;neutro;2022-7-28;Hace 3 años;4.5948411741455E+016;1.0971042712041E+020;9
ChdDSUhNMG9nS0VJQ0FnSUN3X3VMXzlBRRAB;Muy económica, incluso a veces se puede ahorrar $1000 por galón, el problema es que nunca tienen suficiente personal para atender la demanda.;3;neutro;2022-7-28;Hace 9 años;4.6225473741246E+016;1.16399013943326E+020;23
ChdDSUhNMG9nS0VJQ0FnSUN3Zy1uYXN3RRAB;Servicio regular;4;neutro;2022-7-26;Hace 4 años;4.6993703741112E+016;1.01349255471957E+020;2
ChdDSUhNMG9nS0VJQ0FnSUN5aFBHQ2tBRRAB;Tiene un buen precio. Pero la atención es pésima.;3;neutro;2022-7-26;Hace un año;4.62704317406575E+016;1.12642810642313E+020;9
ChdDSUhNMG9nS0VJQ0FnSUN5azl1VzZnRRAB;Normalita como cualquier otra gasolinera;3;neutro;2022-7-26;Hace un año;4688447406199;1.10313417811029E+020;5
ChdDSUhNMG9nS0VJQ0FnSUN5b0xtMzZBRRAB;Le hace falta un baño de noche;3;neutro;2022-7-26;Hace un año;468765174074794;1.05861916160705E+020;7
ChdDSUhNMG9nS0VJQ0FnSUN5blltZWpnRRAB;Bien precio, otro mala atención de los bomberos.;4;neutro;2022-7-28;Hace un año;4647677741294441;1.15364729031094E+020;8
ChdDSUhNMG9nS0VJQ0FnSUN5bXBuWHhBRRAB;Buen precio, mucho desorden;3;neutro;2022-7-26;Hace un año;4.74790177404649E+016;1.14590656314605E+020;4
ChdDSUhNMG9nS0VJQ0FnSUN5cGJHSG53RRAB;Aceptable;4;neutro;2022-8-3;Hace un año;4.71934897396772E+016;1.1767240054539E+020;1
ChdDSUhNMG9nS0VJQ0FnSUN5dHQzMXJ3RRAB;Buen servicio. No deberían vender productos alimenticios como pizza, donas, etc en las áreas de la estación.;3;neutro;2022-7-28;Hace un año;4.62882097408266E+016;1.08051408964521E+020;17
ChdDSUhNMG9nS0VJQ0FnSUN5eE5UWnBBRRAB;Gasolina económica pero no reciben subo solo efectivo;3;neutro;2022-7-26;Hace un año;4.74790177404649E+016;1.15027633778642E+020;8
ChdDSUhNMG9nS0VJQ0FnSUN5M3JhMGlRRRAB;Buen precio en el combustible, pero la demanda de vehículos congestiona el tráfico de la Av Suba a pesar de lo rápido que te atienden;3;neutro;2022-7-26;Hace un año;4.74112917408999E+016;1.15810613603247E+020;25
ChdDSUhNMG9nS0VJQ0FnSUN5MExhOGhnRRAB;Esta es la mejor estación de servicio de Bogotá hacia Subachoque. Faltan otros servicios más para darle 5 estrellas.;3;neutro;2022-8-2;Hace un año;4998977434079;1.03330896492835E+020;19
