idrev_places;text;estrellas;label;fecha_q;fecha_rev;id_place;usuarios_iduser;num palabras
ChdDSUhNMG9nS0VJQ0FnSUM0cGFDYTNBRRAB;Buena;5;positivo;2022-7-26;Hace 3 años;4.62986667418351E+016;1.15967830196135E+020;1
ChdDSUhNMG9nS0VJQ0FnSUM0cGRTWWdBRRAB;Buen precio, buena medida;5;positivo;2022-7-26;Hace 3 años;4.61523767412757E+016;1.07696865550906E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0cHVEUjdnRRAB;Buenos precios, buena medida y muy amables en el trato, super recomendada;5;positivo;2022-7-28;Hace 3 años;6.23860537557517E+016;1.17992655547861E+020;12
ChdDSUhNMG9nS0VJQ0FnSUM0ck4tQXZBRRAB;Buena atención;5;positivo;2022-7-26;Hace 3 años;4.60448977412464E+016;1.15903151006775E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0ck9fRXp3RRAB;Jamás dejen a lavar su vehículo en este lugar. Pasaron con mi motocicleta todo el día y no le hicieron nada y para rematar cuando llegue la encontré más sucia, como que la usaron para poner trapos sucios. Muy mal servicio.;1;negativo;2022-8-3;Hace 3 años;462034337407942;1.17885143509451E+020;41
ChdDSUhNMG9nS0VJQ0FnSUM0cU1Qcm13RRAB;Pesimo servicio y los empleados son demasiado despistados;1;negativo;2022-7-26;Hace 3 años;4694087774123264;1.07008613102811E+020;8
ChdDSUhNMG9nS0VJQ0FnSUM0cUlmMXNBRRAB;muy central . montallantas;4;positivo;2022-7-26;Hace 3 años;4750852740433842;1.00447041334378E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0cUpDdTB3RRAB;Sancionada por entregar menos gasolina que la pagada. Comentario basado en la publicación de la sanción.;1;negativo;2022-7-28;Hace 2 años;467380397408289;1.02475244343081E+020;16
ChdDSUhNMG9nS0VJQ0FnSUM0cVkzS21nRRAB;Como se podra apreciar, trancones por todos lados;4;positivo;2022-7-28;Hace 3 años;4667668374073143;1.11605709022881E+020;8
ChdDSUhNMG9nS0VJQ0FnSUM0cVpEQ2pnRRAB;Buen precio del sector;4;positivo;2022-7-26;Hace 3 años;4.72670677404995E+016;1.07788120659191E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0cVpPTHp3RRAB;Gasolina barata y buena medida;5;positivo;2022-7-28;Hace 3 años;462467274179157;1.09482128516094E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0cWN6UDlRRRAB;Siempre me an atendido muy bien..;5;positivo;2022-7-28;Hace 3 años;462467274179157;1.05794998106686E+020;6
ChdDSUhNMG9nS0VJQ0FnSUM0cWNmUW9RRRAB;Es buen sitio de tanqueo;4;positivo;2022-7-26;Hace un año;4751315740933987;1.04716716109768E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0cWRDby1nRRAB;Muy buena medida;4;positivo;2022-7-28;Hace 3 años;5.04210467547893E+016;1.15091697833898E+020;3
ChdDSUhNMG9nS0VJQ0FnSUM0d0lHYnFBRRAB;Buen precio . Buena medida . Rápido y buena atención;5;positivo;2022-7-26;Hace 3 años;4.69518277414031E+016;1.05818888725409E+020;10
ChdDSUhNMG9nS0VJQ0FnSUM0dEppMnZBRRAB;Mal servicio;1;negativo;2022-8-3;Hace 3 años;4.56665037422806E+016;1.15765861724957E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0dFlIY2p3RRAB;Excelente servicio.;5;positivo;2022-7-26;Hace 3 años;4.72012967403278E+016;1.09198242169486E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0dFpucDVnRRAB;Una de las gasolineras más económicas del sector. 200 o 300 pesos por galón suman;5;positivo;2022-7-28;Hace 3 años;4.75702047415811E+016;1.10153088951857E+020;15
ChdDSUhNMG9nS0VJQ0FnSUM0dHVhbnJ3RRAB;Buen servicio y es eficaz;5;positivo;2022-7-26;Hace 3 años;4699057741100839;1.04535988647529E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0djd5UXFnRRAB;Muy lento el servicio;3;negativo;2022-7-26;Hace 3 años;469649774084532;1.02451974801978E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0dU4yX3FRRRAB;El mejor precio del sector;5;positivo;2022-7-28;Hace 3 años;4580642774154869;1.15796816852524E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0dU4zTzFBRRAB;Esta era antes la estación de gasolina Esso y ahora es una estación de gasolina Texaco además que le hicieron arreglos a este sitio y le modernizaron las quedó mejor de lo que estaba antes;5;positivo;2022-7-26;Hace 3 años;4.62986667418351E+016;1.18348269059893E+020;35
ChdDSUhNMG9nS0VJQ0FnSUM0dU5IVTdRRRAB;Muy buena la gasolina y atención;5;positivo;2022-8-3;Hace 3 años;4541847428541;1.12632637104988E+020;6
ChdDSUhNMG9nS0VJQ0FnSUM0dU8yUTlBRRAB;Este lugar es nuevo y tiene unas opciones de comida muy rica y saludable si vas de viaje a Villa de Leyva o lugares cercanos. Q buena opción todo muy limpio y agradable;5;positivo;2022-8-3;Hace 3 años;5.00630787386062E+016;1.16558684982593E+020;33
ChdDSUhNMG9nS0VJQ0FnSUM0dUlpRDhBRRAB;Combustible a muy buen precio.;5;positivo;2022-7-26;Hace 3 años;471084574047927;1.17307857561337E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0dUptUHhnRRAB;Buena acogida y pronta respuesta;5;positivo;2022-7-26;Hace 3 años;4.66384887410938E+016;1.16738459211182E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0dVpmSGt3RRAB;Buen servicio..... Hay dispensador de gaseosa....;4;positivo;2022-7-26;Hace 3 años;4.62704317406575E+016;1.00265309185117E+020;6
ChdDSUhNMG9nS0VJQ0FnSUM0dWF2RzhRRRAB;Buen sitio, algo caro en comparación a otras gasolineras pero el servicio es oportuno y bueno. Hay comidas y una tienda con corresponsal bancario de Bancolombia que ayudan a tomar la decisión de parar ahí;4;positivo;2022-7-26;Hace 3 años;4.71119797402933E+016;1.0991630462597E+020;35
ChdDSUhNMG9nS0VJQ0FnSUM0dWFQNXpRRRAB;Muy demorados en la atencion;2;negativo;2022-7-26;Hace 3 años;4.72827847402423E+016;1.02531294216584E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0eE5DNnJRRRAB;Excelente atención se puede calibrar aire en las llantas al tiempo de cargar el combustible hay baños limpios y tiendas para comprar víveres y comidas;5;positivo;2022-8-3;Hace 3 años;4.54485247424473E+016;1.0036616025443E+020;25
ChdDSUhNMG9nS0VJQ0FnSUM0eFlTYTJ3RRAB;Buena medida, excelente atención;5;positivo;2022-7-26;Hace 3 años;4723971740723754;1.08446538935171E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0ek02Y3F3RRAB;Su atención es muy buena;5;positivo;2022-7-26;Hace 3 años;4699057741100839;1.15178942540739E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0ek9DY2lnRRAB;Lugar tradicional para encontrarse y comenzar un paseo con amigos;4;positivo;2022-7-28;Hace 3 años;4.5948411741455E+016;1.09128742644489E+020;10
ChdDSUhNMG9nS0VJQ0FnSUM0elBQY3dnRRAB;Es ok;4;positivo;2022-7-28;Hace 3 años;4.63234687418524E+016;1.16587573059538E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0elByVDRBRRAB;Buen servicio.;3;positivo;2022-8-3;Hace 3 años;4.84905467402986E+016;1.10463226054966E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0eTl5MnVRRRAB;Excelente;5;positivo;2022-8-3;Hace 3 años;4746014974031441;1.02337935256454E+020;1
ChdDSUhNMG9nS0VJQ0FnSUM0eTV5SXF3RRAB;Buena gasolina;5;positivo;2022-8-3;Hace 3 años;4.84905467402986E+016;1.02337935256454E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0eTVYeHJ3RRAB;Buena estación de combustible, precio normal, medida correcta.;4;positivo;2022-7-26;Hace 3 años;466587740745194;1.05066240115376E+020;8
ChdDSUhNMG9nS0VJQ0FnSUM0eUxfVDlBRRAB;pensé que era mi impresión pero veo que hay otras inquietudes respecto a la cantidad dispensada. A mi me pasó pero no estoy 100% seguro.;2;negativo;2022-7-26;Hace 3 años;465441974122611;1.03666739774875E+020;25
ChdDSUhNMG9nS0VJQ0FnSUM0eV9PcXhBRRAB;Costosa;3;negativo;2022-7-28;Hace 3 años;5.04210467547893E+016;1.10678574832619E+020;1
ChdDSUhNMG9nS0VJQ0FnSUM0eWNQeHpRRRAB;Sitio estratégico para tanquear;4;positivo;2022-8-3;Hace 3 años;475725874154741;1.16087130719576E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0eWRlNG9RRRAB;De mis preferidas, y mejor sobre el mismo sentido que el centro comercial;5;positivo;2022-7-26;Hace 3 años;469649774084532;1.11076955034503E+020;13
ChdDSUhNMG9nS0VJQ0FnSUM0eWVqbHl3RRAB;Buena medida y lugar amplio.;3;positivo;2022-7-28;Hace 3 años;4.81924477403467E+016;1.17452618166577E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0LVpYdnZ3RRAB;Rápido;5;positivo;2022-7-28;Hace 3 años;4.67341467410523E+016;1.11078779573533E+020;1
ChdDSUhNMG9nS0VJQ0FnSUM0LWNqanNBRRAB;Muy completo portafolio de servicios.;4;positivo;2022-8-3;Hace 3 años;4.44056827403225E+016;1.08506763644114E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0LWVtT3hRRRAB;Muy buen precio y medida;5;positivo;2022-7-28;Hace 3 años;4580642774154869;1.09627118002245E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM0M01LenZnRRAB;A los encargados siempre se les olvida dar los puntos correspondientes a la tanqueada,  Y terminan con pedir disculpas, una vez se entiende, pero es siempre.  En otras EDS texaco es la prioridad, ofrecen agua para el tanque del carro, etc. Etc.    El servicio es muy regular.;1;negativo;2022-8-3;Hace 3 años;4.85268447404942E+016;1.0149328988741E+020;47
ChdDSUhNMG9nS0VJQ0FnSUM0M29QaTFRRRAB;Creo que es el sitio donde suministran la gasolina más barata de Bogotá.;4;positivo;2022-7-26;Hace 3 años;4.67244357410538E+016;1.03991835892637E+020;13
ChdDSUhNMG9nS0VJQ0FnSUM0M3V5VnV3RRAB;Buen parador;4;positivo;2022-8-2;Hace 3 años;4.87458267446981E+016;1.08662504340748E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MFpMV2tRRRAB;Bien ubicado;4;positivo;2022-7-26;Hace 3 años;4.66436797406064E+016;1.01708022911237E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MGJxRHVRRRAB;Buen servicio, amables, se puede acumular lifemiles. Hay servicio de montallantas.;5;positivo;2022-7-26;Hace 3 años;4.66384887410938E+016;1.179263391564E+020;11
ChdDSUhNMG9nS0VJQ0FnSUM0MGRxWDdBRRAB;Buen drsvaré;4;positivo;2022-7-26;Hace 3 años;4.69922777407689E+016;1.08893364268407E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0Mjd2bGlBRRAB;Buena atención.;3;positivo;2022-8-3;Hace 3 años;4.81355447405894E+016;1.03334616413669E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MjV1MjZRRRAB;Buena atención y me encanta la tienda de comida altoque;4;positivo;2022-7-28;Hace 3 años;4.6225473741246E+016;1.02136986289685E+020;10
ChdDSUhNMG9nS0VJQ0FnSUM0MjV2LTN3RRAB;Ideal para acumular millas.;4;positivo;2022-7-26;Hace 3 años;4.61523767412757E+016;1.03334616413669E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0MktqY3BnRRAB;Muy congestionada.;2;negativo;2022-7-28;Hace 3 años;4.5948411741455E+016;1.13147248370738E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MllUVGxBRRAB;Buen precio.;5;positivo;2022-7-26;Hace 3 años;4.69285447412116E+016;1.07830313186357E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MmZDZXNnRRAB;Buena medida;4;positivo;2022-7-28;Hace 3 años;4.71394157409363E+016;1.10459100081019E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MmZlbjhnRRAB;Es una bomba donde hay gasolina, se los recomiendo jp;5;positivo;2022-7-26;Hace 3 años;4.65948847405942E+016;1.1819469152523E+020;10
ChdDSUhNMG9nS0VJQ0FnSUM0MUtpWThnRRAB;Buena calidad;5;positivo;2022-7-28;Hace 3 años;4.56702437414427E+016;1.01008691404156E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0MWE2anR3RRAB;Excelente la atencion;5;positivo;2022-7-26;Hace 3 años;463012774109694;1.07096726012505E+020;3
ChdDSUhNMG9nS0VJQ0FnSUM0MWNYbnJ3RRAB;Buen precio del combustible;5;positivo;2022-7-28;Hace 3 años;4.63234687418524E+016;1.10398041845204E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0NGFTU213RRAB;Buen servicio, tienen baño para clientes su atención es rápida.;5;positivo;2022-8-3;Hace 3 años;4.65179177405699E+016;1.08135453136521E+020;10
ChdDSUhNMG9nS0VJQ0FnSUM0NGR6TTV3RRAB;Seguro y rapido;4;positivo;2022-7-26;Hace 3 años;4618427414581;1.05449593872486E+020;3
ChdDSUhNMG9nS0VJQ0FnSUM0Ni1YU3hBRRAB;La única gasolinera en la que venden gasolina después de las 10 pm en esa via;4;positivo;2022-8-3;Hace 3 años;4.54187427425022E+016;1.11376311779063E+020;16
ChdDSUhNMG9nS0VJQ0FnSUM0NjZYMWp3RRAB;Autoservicio, esto hace que la gasolina sea más barata;5;positivo;2022-7-28;Hace 3 años;4.60380587410062E+016;1.01969750240368E+020;9
ChdDSUhNMG9nS0VJQ0FnSUM0Nk9hYi1BRRAB;El mejor precio de la ciudad;5;positivo;2022-7-26;Hace 3 años;4718903674055257;1.00027653028562E+020;6
ChdDSUhNMG9nS0VJQ0FnSUM0NkkzWXNBRRAB;Solo por las noches, es difícil el acceso;5;positivo;2022-7-26;Hace 3 años;4.64206057415538E+016;1.03730675629004E+020;8
ChdDSUhNMG9nS0VJQ0FnSUM0Nktqb3pBRRAB;Sitio con uno de los mejores precios y cálidad en combustibles y servicios;5;positivo;2022-7-28;Hace 3 años;6.23860537557517E+016;1.16245699703846E+020;13
ChdDSUhNMG9nS0VJQ0FnSUM0NmRXazd3RRAB;Gasolina de buena calidad;5;positivo;2022-7-28;Hace 3 años;4.582363974079E+016;1.11670200315075E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM0NW9HN2p3RRAB;Caro;1;negativo;2022-8-3;Hace 3 años;4733912274130738;1.13131910705669E+020;1
ChdDSUhNMG9nS0VJQ0FnSUM0NXAtX253RRAB;Es una de las mejores gasolineras que conozco en Bogotá , el personal es amable ,buena atención, aunque Aceves no asesoran muy bien ,tienen calibración de llantas pero no es automático, una falla pues todo el mundo no tenemos un calibrador en el carro..;5;positivo;2022-7-28;Hace 3 años;4580642774154869;1.18303702882531E+020;44
ChdDSUhNMG9nS0VJQ0FnSUM0OGMtRW1RRRAB;Un robo descarado, comparando el valor del combustible, con la cantidad suministrada;1;negativo;2022-7-28;Hace 3 años;4.63678357416021E+016;1.02242965574788E+020;12
ChdDSUhNMG9nS0VJQ0FnSUM0OU0yWHNBRRAB;Excelente precio, buena medida y atención;4;positivo;2022-8-3;Hace 3 años;4.57884487409881E+016;1.1684538112805E+020;6
ChdDSUhNMG9nS0VJQ0FnSUM0OU1PZGl3RRAB;La gasolina está a buen precio en este lugar;3;positivo;2022-7-28;Hace 3 años;458656274096195;1.06346100689287E+020;9
ChdDSUhNMG9nS0VJQ0FnSUM0OVBfRG5nRRAB;Buenísimo la medida por galon lo recomiendo;5;positivo;2022-7-26;Hace 3 años;4.69518277414031E+016;1.13034715194901E+020;7
ChdDSUhNMG9nS0VJQ0FnSUM0X0pxNnV3RRAB;Gasolina al mejor precio en Bogotá y buena medida;5;positivo;2022-8-3;Hace 3 años;4633006740640668;1.07137696193385E+020;9
ChdDSUhNMG9nS0VJQ0FnSUM0Xzh1c193RRAB;Muy serviciales;5;positivo;2022-7-26;Hace 3 años;4.57900327412772E+016;1.03735510293223E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0Z05tUXlRRRAB;atienden bien;4;positivo;2022-7-28;Hace 3 años;4.69432937405665E+016;1.05499810419414E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM0Z19qYXJnRRAB;Representa la forma de pensar y vivir del pueblo boyacense muy bonito el parqueadero amplio;4;positivo;2022-7-26;Hace 3 años;4.64553177413034E+016;1.12887550995245E+020;15
ChdDSUhNMG9nS0VJQ0FnSUM0Z3U2bjNBRRAB;Agradezco sus servicios y por cumplir los protocolos de bioseguridad;5;positivo;2022-7-26;Hace un año;4.70200357404962E+016;1.12787912236526E+020;10
ChdDSUhNMG9nS0VJQ0FnSUM2a01EcGhBRRAB;Buenos precios en combustibles.. Y excelente Atención;5;positivo;2022-7-26;Hace 10 meses;4.64473817406164E+016;1.09874195942436E+020;7
ChdDSUhNMG9nS0VJQ0FnSUM2a09LY2l3RRAB;Rápido y rinde la gasolina;4;positivo;2022-7-26;Hace 10 meses;4751315740933987;1.03997420770704E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM2a2FqSjFnRRAB;" Bueno


Good";5;positivo;2022-7-26;Hace 10 meses;4694087774123264;1.07514361794927E+020;1
ChdDSUhNMG9nS0VJQ0FnSUM2a2MtMTF3RRAB;El servicio a cualquier hora del día es lento, siempre están contando gaseosas de la nevera o el sistema está bloqueado o simplemente siempre encuentran una excusa entre los trabajadores para demorar la atención. Muy malo el servicio.;1;negativo;2022-7-26;Hace 10 meses;4.60448977412464E+016;1.1581436035915E+020;38
ChdDSUhNMG9nS0VJQ0FnSUM2a2NPMzNRRRAB;Le falta vida al local, es poco agradable. La presentación de los productos es mala. Costoso;2;negativo;2022-7-26;Hace 10 meses;4.6640279741095E+016;1.09087119677005E+020;16
ChdDSUhNMG9nS0VJQ0FnSUM2a2VDM3NnRRAB;El precio mas económico de la calle 80 hacia el sur;5;positivo;2022-7-26;Hace 10 meses;4.64553177413034E+016;1.00210096585743E+020;11
ChdDSUhNMG9nS0VJQ0FnSUM2a2VmY29RRRAB;Siempre excelente atención y precios;5;positivo;2022-7-26;Hace 10 meses;4718154740685686;1.1343472590885E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM2a3NIQWxRRRAB;Es bueno;4;positivo;2022-8-2;Hace 11 meses;4.80854897435494E+016;1.04270179215426E+020;2
ChdDSUhNMG9nS0VJQ0FnSUM2aDhPWTZRRRAB;Servicio completo atención inmediata bajó costo del combustible peso y medida;5;positivo;2022-7-26;Hace 10 meses;4.62704317406575E+016;1.12472727492745E+020;11
ChdDSUhNMG9nS0VJQ0FnSUM2aDkyWDRBRRAB;Excelente atención siempre y lo mejor acumulo puntos leal y millas.;5;positivo;2022-7-26;Hace 10 meses;4.6640279741095E+016;1.12686407357506E+020;11
ChdDSUhNMG9nS0VJQ0FnSUM2aFpIdnN3RRAB;Hay buena atención.;5;positivo;2022-8-3;Hace 10 meses;4.40845777438956E+016;1.04664172867742E+020;3
ChdDSUhNMG9nS0VJQ0FnSUM2aFpQSl9nRRAB;Bueb precio de la gasolina;5;positivo;2022-7-26;Hace 10 meses;469351740914952;1.16873976610712E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM2aHRLNWdBRRAB;Precios muy bajos. La cantidad y  calidad del producto no lo sé;5;positivo;2022-8-3;Hace 11 meses;4.57714977422226E+016;1.03174003843144E+020;12
ChdDSUhNMG9nS0VJQ0FnSUM2ajRuZGp3RRAB;Excelente servicio, buenos precios. recomendada;5;positivo;2022-8-3;Hace 10 meses;4.27465117441494E+016;1.06751720873732E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM2ajZ6cndBRRAB;Bien ubicada, buena atención y servicio rápido.....;4;positivo;2022-7-26;Hace 10 meses;4.73305937404478E+016;1.08654486673082E+020;7
ChdDSUhNMG9nS0VJQ0FnSUM2akk2VXlRRRAB;Servicio y calidad;5;positivo;2022-7-26;Hace 10 meses;4.67244357410538E+016;1.1389234709213E+020;3
ChdDSUhNMG9nS0VJQ0FnSUM2akpiTnJRRRAB;La medida es buena;5;positivo;2022-8-3;Hace 11 meses;4.33886217436418E+016;1.09823431624589E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM2al9iWG9RRRAB;Bueno y económico;4;positivo;2022-7-26;Hace 10 meses;464043674115471;1.13326273659741E+020;3
ChdDSUhNMG9nS0VJQ0FnSUM2al9QMWpnRRAB;Muy buen precio, gran atención;5;positivo;2022-7-26;Hace 10 meses;4.62704317406575E+016;1.09826113566086E+020;5
ChdDSUhNMG9nS0VJQ0FnSUM2alBiQndnRRAB;Rapido y eficiente al momento de tanquear tu auto;5;positivo;2022-7-26;Hace 10 meses;4.68646257408148E+016;1.1389234709213E+020;9
ChdDSUhNMG9nS0VJQ0FnSUM2aTlXaHBnRRAB;Falta de personal y ubicar mejor las bombas;5;positivo;2022-7-26;Hace 10 meses;4.54656497413724E+016;1.0202973366187E+020;8
ChdDSUhNMG9nS0VJQ0FnSUM2aTQ2eWlBRRAB;A toda hora gasolina!!!;5;positivo;2022-8-3;Hace 10 meses;4.84916357405496E+016;1.14004842466244E+020;4
ChdDSUhNMG9nS0VJQ0FnSUM2aTUtcGp3RRAB;Terrible la fila que se forma diariamente y a toda hora, más de media hora esperando para poder tanquear.;2;negativo;2022-7-26;Hace 5 meses;4.73865797406535E+016;1.00090852381513E+020;19
ChdDSUhNMG9nS0VJQ0FnSUM2aU1PRzZBRRAB;Me ayudaron ante una emergencia... Buenísimo encontrar gente que amablemente te ayuda!;5;positivo;2022-7-28;Hace 10 meses;4766165740797377;1.05235304813823E+020;12
